name,description,full_address,address,state,website,phone,email,status,user_id,categories
Australian Migrant Resource Centre,,"23 Coglin Street , Adelaide SA 5000","23 Coglin Street , Adelaide SA 5000",SA,http://amrc.org.au/,08 8217 9500,,confirmed,admin,Community
Australian Red Cross (Migration Support and Services Hub),,"212 Pirie St , Adelaide SA 5000","212 Pirie St , Adelaide SA 5000",SA,http://www.redcross.org.au/migration-hubs.aspx,08 8100 4500,sainfo@redcross.org.au,confirmed,admin,"Community, Financial, Everyday"
Australian Refugee Association,,"304 Henley Beach Road, Underdale SA 5032","304 Henley Beach Road, Underdale SA 5032",SA,http://www.australianrefugee.org/,08 8354 2951,reception@ausref.net,confirmed,admin,"Community, Education, Employment, Housing, Finance, Everyday"
Legal Services Commission of South Australia (Adelaide Office),,"159 Gawler Place, Adelaide SA 5000","159 Gawler Place, Adelaide SA 5000",SA,www.lsc.sa.gov.au,08 8111 5555,,confirmed,admin,"Education, Legal, Visa"
Legal Services Commission of South Australia (Elizabeth Office),,"Suite 2 Windsor Building, 1 Windsor Square, Elizabeth Shopping Centre, Adelaide SA 5112","1 Windsor Square, Adelaide SA 5112",SA,www.lsc.sa.gov.au,08 8111 5400,,confirmed,admin,"Education, Legal, Visa"
Legal Services Commission of South Australia (Mount Barker Office),,"18 Walker Street, Mount Barker SA 5251","18 Walker Street, Mount Barker SA 5251",SA,www.lsc.sa.gov.au,08 8111 5320,,confirmed,admin,"Education, Legal, Visa"
Legal Services Commission of South Australia (Port Adelaide Office),,"ANL House, 306 St Vincent Street, Port Adelaide SA 5015","306 St Vincent Street, Port Adelaide SA 5015",SA,www.lsc.sa.gov.au,08 8111 5460,,confirmed,admin,"Education, Legal, Visa"
Legal Services Commission of South Australia (Port Augusta Office),,"13 Flinders Terrace, Port Augusta SA 5700","13 Flinders Terrace, Port Augusta SA 5700",SA,www.lsc.sa.gov.au,08 8686 2200,,confirmed,admin,"Education, Legal, Visa"
Legal Services Commission of South Australia (Whyalla Office),,"Tenancy 7, 169 Nicholson Avenue, Whyalla Norrie SA 5608","169 Nicholson Avenue, Whyalla Norrie SA 5608",SA,www.lsc.sa.gov.au,08 8620 8500,,confirmed,admin,"Education, Legal, Visa"
Life Without Barriers,,"63 Commercial Road, Salisbury SA 5108","63 Commercial Road, Salisbury SA 5108",SA,www.lwb.org.au,08 8259 3600,info@lwb.org.au,confirmed,admin,"Community, Health"
Lutheran Community Care South Australia,,"309 Prospect Rd, Blair Athol SA 5084","309 Prospect Rd, Blair Athol SA 5084",SA,https://www.lccare.org.au/,08 8269 9300,blairathol@lccare.org.au,confirmed,admin,Community
Overseas Services to Survivors of Torture & Trauma,,"124 Sturt Street, Adelaide SA 5000","124 Sturt Street, Adelaide SA 5000",SA,http://www.osstt.org.au/,08 8231 0946,admin@osstt.org.au,confirmed,admin,Health
Survivors of Torture and Trauma Assistance and Rehabilitation Services,,"81 Angas Street, Adelaide SA 5000","81 Angas Street, Adelaide SA 5000",SA,http://www.sttars.org.au/,08 8206 8900,info@sttars.org.au,confirmed,admin,"Education, Health"
Welcoming Australia,,"100 Drayton Street, Bowden SA 5007","100 Drayton Street, Bowden SA 5007",SA,https://www.welcometoaustralia.org.au/,,kate@welcoming.org.au,confirmed,admin,"Education, Community, Financial, Employment"
Anglicare Refugee and Migrant Settlement Services,,"60 Winnellie Rd, Winnellie NT 821","60 Winnellie Rd, Winnellie NT 821",NT,http://www.anglicare-nt.org.au/contact-us/,08 8985 0000,anglicare@anglicare-nt.org.au,confirmed,admin,"Community, Education, Employment, Health, Housing, Visa, Legal"
Australian Red Cross (Migration Support and Services Hub),,"CASCOM Centre, Stage 3 Level 1, 13 Scaturchio St, Casuarina NT 810","13 Scaturchio St, Casuarina NT 810",NT,http://www.redcross.org.au/migration-hubs.aspx,08 8924 3960,ntinfo@redcross.org.au,confirmed,admin,"Community, Everyday"
Melaleuca Refugee Centre,,"24 McLachlan Street , Darwin NT 800","24 McLachlan Street , Darwin NT 800",NT,www.melaleuca.org.au,08 8985 3311,admin@melaleuca.org.au,confirmed,admin,"Health, Community"
Northern Territory Legal Aid Commission,,"6th Floor 9-11 Cavenagh Street, Darwin NT 800","11 Cavenagh Street, Darwin NT 800",NT,www.legalaid.nt.gov.au,1800 019 343,info@ntlac.nt.gov.au,confirmed,admin,"Visa, Legal"
Darwin Asylum Seeker Support & Advocacy Network,,", NT","38 Woods St, Darwin NT 800",NT,http://www.dassan.org/,0477 005 610,dassanadvocacy@gmail.com,confirmed,admin,"Community, Education"
STEPS Group Australia,,"9 George Street, Caloundra NT 4551","9 George Street, Caloundra NT 4551",NT,,07 5458 3000,enquiries@stepsgroup.com.au,confirmed,admin,Education
Anglicare Migrant and Refugee Services (NT),,"60 Winnellie Rd, Winnellie NT 821","60 Winnellie Rd, Winnellie NT 821",NT,https://www.anglicare-nt.org.au/service/refugee-migrant-settlement-services-ramss/,08 8985 0000,anglicare@anglicare-nt.org.au,confirmed,admin,"Employment, Education, Health, Housing, Legal, Community"
Jesuit Social Services Central Australia,,"Shop 4/72 Todd St, Alice Springs NT 871","72 Todd St, Alice Springs NT 871",NT,http://jss.org.au/,08 8952 4616,jss@jss.org.au,confirmed,admin,"Community, Health, Education"
Jesuit Social Services Darwin,,"Suite 1, Ground Floor, 84 Smith St, Darwin NT 800","84 Smith St, Darwin NT 800",NT,http://jss.org.au/,08 8941 5235,jss@jss.org.au,confirmed,admin,"Community, Health, Education"
All Round Health and Community Care,,"71 Murray Street, Hobart TAS 7000","71 Murray Street, Hobart TAS 7000",TAS,www.roundhealth.org.au,03 6236 9016,admin@roundhealth.org.au,confirmed,admin,Health
Australian Red Cross (Migration Support and Services Hub),,"40 Melville Street , Hobart TAS 7000","40 Melville Street , Hobart TAS 7000",TAS,http://www.redcross.org.au/migration-hubs.aspx,03 6235 6077,tas@redcross.org.au,confirmed,admin,"Financial, Community, Everyday"
Catholiccare Tasmania,,"35 Tower Road, New Town TAS 7008","35 Tower Road, New Town TAS 7008",TAS,http://www.catholiccaretas.org.au/#home-slideshow,03 6278 1660,,confirmed,admin,"Community, Employment, Education"
Catholiccare Tasmania,,"201 York Street, Launceston TAS 7250","201 York Street, Launceston TAS 7250",TAS,http://www.catholiccaretas.org.au/#home-slideshow,03 6332 0600,,confirmed,admin,"Community, Employment, Education"
Catholiccare Tasmania,,"108 Mount Street, Burnie TAS 7320","108 Mount Street, Burnie TAS 7320",TAS,http://www.catholiccaretas.org.au/#home-slideshow,03 6431 8555,,confirmed,admin,"Community, Employment, Education"
Catholiccare Tasmania,,"85 Best Street, Devonport TAS 7310","85 Best Street, Devonport TAS 7310",TAS,http://www.catholiccaretas.org.au/#home-slideshow,03 6423 6100,,confirmed,admin,"Community, Employment, Education"
Migrant Resource Centre (Northern Tasmania),,"27 Paterson St , Launceston TAS 7250","27 Paterson St , Launceston TAS 7250",TAS,http://mrcltn.org.au/,03 6724 2820,,confirmed,admin,"Education, Employment, Community"
Phoenix Centre (for survivors of torture & trauma),,"KGV Sports and Community Centre, Level 2, 1A Anfield Street, Glenorchy TAS 7010","KGV Sports and Community Centre, Level 2, 1A Anfield Street, Glenorchy TAS 7010",TAS,http://mrctas.org.au/phoenix-centre/,03 6234 9138,phoenix@mrctas.org.au,confirmed,admin,"Health, Community"
Refugee Legal Service Tasmania,,"GPO Box 988, Hobart, Tasmania 7001, TAS","GPO Box 988, Hobart, Tasmania 7001, TAS",TAS,http://rlstas.com/,,info@rlstas.com,confirmed,admin,"Visa, Legal"
